species,substrate_id,substrate_name,substrate_bigg_id,substrate_kegg_id,substrate_chebi_id,substrate_metanetx_id,substrate_pubchem_cid,substrate_parent_inchikey_connectivity,structure_standardization_status,prior_role_class,substrate_role_class,substrate_role_group,substrate_role_registry_name,substrate_role_evidence,substrate_role_evidence_types,substrate_role_confidence,registry_structure_consistency,role_class_changed,n_reactions,n_entries
yeast,s_1618,TRX1,trdrd,C00342,CHEBI:15033,MNXM96993,,SZJRUBWOVDTKNI,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,14
yeast,s_1619,TRX1,trdrd,C00342,CHEBI:15033,MNXM96993,,SZJRUBWOVDTKNI,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,2
yeast,s_1620,TRX1 disulphide,trdox,C00343,CHEBI:18191,MNXM148,,DDQYFSWAPPTJDD,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,3,5
yeast,s_1621,TRX1 disulphide,trdox,C00343,CHEBI:18191,MNXM148,,DDQYFSWAPPTJDD,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,2
yeast,s_1845,ACP1,ACP,C00229,CHEBI:18359,MNXM925,,,inchikey_unavailable,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,2,2
yeast,s_2770,acetoacetyl-ACP,actACP,C05744,CHEBI:2393,MNXM1223,,,inchikey_unavailable,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2771,butanoyl-ACP,,C05745,CHEBI:3247,MNXM2645,,,inchikey_unavailable,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2772,3-oxo-hexanoyl-ACP,3ohexACP,C05746,CHEBI:1642,MNXM25602,,,inchikey_unavailable,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2773,hexanoyl-ACP,,C05749,CHEBI:5704,MNXM23683,,,inchikey_unavailable,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2774,3-oxo-octanoyl-ACP,3ooctACP,C05750,CHEBI:1646,MNXM28031,,,inchikey_unavailable,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2775,3-hydroxybutanoyl-ACP,3hbutACP,C04618,,,,,missing_smiles,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2776,3-hydroxyhexanoyl-ACP,3hhexACP,C05747,CHEBI:326,MNXM25370,139212383,SQSDFFHXRYEMNS,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2777,3-hydroxyoctanoyl-ACP,3hoctaACP,C16220,CHEBI:80387,MNXM10033,45588463,QKRVOGZPQVCVPZ,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2778,trans-but-2-enoyl-ACP,,,CHEBI:132146,,,,inchikey_unavailable,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2779,trans-hex-2-enoyl-ACP,thex2eACP,C05748,CHEBI:10727,MNXM24502,,,inchikey_unavailable,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2780,trans-oct-2-enoyl-ACP,toct2eACP,C05751,,MNXM23766,,,missing_smiles,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2781,lauroyl-CoA,ddcacoa,C01832,CHEBI:57375,MNXM363,,YMCXGHLSVALICC,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,dodecanoyl-CoA,normalized_name;bigg_ids:ddcacoa;kegg_ids:c01832;chebi_ids:chebi:57375;metanetx_ids:mnxm363,normalized_name;bigg_ids;kegg_ids;chebi_ids;metanetx_ids,multiple_evidence_types,not_assessable,False,1,1
yeast,s_2782,malonyl-CoA,malcoa,C00083,CHEBI:57384,MNXM40,,LTYOQGRJFJAKNA,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,7,10
yeast,s_2783,H+,h,C00080,CHEBI:24636,MNXM1,,GPRLSGONYQIRFK,ok,proton,proton,currency_or_cofactor,proton,normalized_name;bigg_ids:h;kegg_ids:c00080;chebi_ids:chebi:24636;metanetx_ids:mnxm1,normalized_name;bigg_ids;kegg_ids;chebi_ids;metanetx_ids,multiple_evidence_types,not_assessable,False,55,62
yeast,s_2785,coenzyme A,coa,C00010,CHEBI:57287,MNXM12,,RGJOEKWQDUBAIZ,ok,carrier_cofactor,carrier_cofactor,currency_or_cofactor,coenzyme A,normalized_name;bigg_ids:coa;kegg_ids:c00010;chebi_ids:chebi:57287;metanetx_ids:mnxm12;inchikey_connectivity:rgjoekwqdubaiz,normalized_name;bigg_ids;kegg_ids;chebi_ids;metanetx_ids;inchikey_connectivity,multiple_evidence_types,consistent,False,9,14
yeast,s_2786,3-oxotetradecanoyl-CoA,3otdcoa,C05261,CHEBI:28726,MNXM707,11966197,IQNFBGHLIVBNOU,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2787,myristoyl-CoA,tdcoa,C02593,CHEBI:57385,MNXM224,,DUAFKXOFBZQTQE,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2788,3-oxopalmitoyl-CoA,3ohdcoa,C05259,CHEBI:57349,MNXM738,169621,NQMPLXPCRJOSHL,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2789,palmitoyl-CoA,pmtcoa,C00154,CHEBI:57379,MNXM88,,MNBKLUUYKPBKDU,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,12,30
yeast,s_2790,3-oxooctadecanoyl-CoA,3ohodcoa,C16216,CHEBI:50571,MNXM513,22833664,LGOGWHDPDVAUNY,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2791,stearoyl-CoA,stcoa,C00412,CHEBI:57394,MNXM272,,SIARJEKBADXQJG,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,14,31
yeast,s_2792,3-oxoicosanoyl-CoA,CE2251,,CHEBI:52327,MNXM36762,,FYBVHNZJDVUVLJ,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2793,icosanoyl-CoA,arachcoa,C02041,CHEBI:15527,MNXM1429,,JYLSVNBJLYCSSW,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,2
yeast,s_2794,3-oxodocosanoyl-CoA,CE2250,,CHEBI:52328,MNXM36756,,RKCOGGUHKPTOQJ,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2795,docosanoyl-CoA,docoscoa,C16528,CHEBI:65088,MNXM10780,,NDDZLVOCGALPLR,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,2
yeast,s_2796,3-oxotetracosanoyl-CoA,CE2253,,CHEBI:52329,MNXM36773,,JJSJTIWFKNSCHC,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2797,tetracosanoyl-CoA,ttccoa,C16529,CHEBI:52974,MNXM1504,,MOYMQYZWIUKGGY,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2798,3-oxohexacosanoyl-CoA,3ohxccoa,,CHEBI:52977,MNXM36758,,VOMUIFOBQMYJPJ,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2799,NADPH,nadph,C00005,CHEBI:57783,MNXM6,,ACFIXJIJDZMPPO,ok,redox_cofactor,redox_cofactor,currency_or_cofactor,NADPH,normalized_name;bigg_ids:nadph;kegg_ids:c00005;chebi_ids:chebi:57783;metanetx_ids:mnxm6;inchikey_connectivity:acfixjijdzmppo,normalized_name;bigg_ids;kegg_ids;chebi_ids;metanetx_ids;inchikey_connectivity,multiple_evidence_types,consistent,False,18,18
yeast,s_2801,(S)-3-hydroxytetradecanoyl-CoA,3htdcoa,C05260,CHEBI:27466,MNXM767,11966177,OXBHKMHNDGRDCZ,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2802,(S)-3-hydroxypalmitoyl-CoA,3hhdcoa,C05258,CHEBI:27402,MNXM825,11966179,DEHLMTDDPWDRDR,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2803,3-hydroxyoctadecanoyl-CoA,CE2248,C16217,CHEBI:50583,MNXM1309,,WZMAIEGYXCOYSH,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2804,3-hydroxyicosanoyl-CoA,CE2247,,CHEBI:52324,MNXM146349,,KNSVYMFEJLUJST,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2805,3-hydroxydocosanoyl-CoA,CE2246,,CHEBI:52325,MNXM162568,,VNJQSRVXTRJVAZ,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2806,3-hydroxytetracosanoyl-CoA,CE2249,,CHEBI:52326,MNXM36558,,QIBKBVRVOFIKLN,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2807,(S)-3-hydroxyhexacosanoyl-CoA,,,CHEBI:52976,MNXM31741,,GBMJOTOUUWGTIA,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2808,H2O,h2o,C00001,CHEBI:15377,MNXM2,,XLYOFNOQVPJJNP,ok,solvent,solvent,currency_or_cofactor,water,normalized_name;bigg_ids:h2o;kegg_ids:c00001;chebi_ids:chebi:15377;metanetx_ids:mnxm2;inchikey_connectivity:xlyofnoqvpjjnp,normalized_name;bigg_ids;kegg_ids;chebi_ids;metanetx_ids;inchikey_connectivity,multiple_evidence_types,consistent,False,45,45
yeast,s_2809,trans-tetradec-2-enoyl-CoA,td2coa,C05273,CHEBI:61405,MNXM654,,MBCVYCOKMMMWLX,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2810,trans-hexadec-2-enoyl-CoA,hdd2coa,C05272,,MNXM581,,JUPAQFRKPHPXLD,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2811,trans-octadec-2-enoyl-CoA,od2coa,C16218,CHEBI:50570,MNXM954,,NBCCUIHOHUKBMK,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2812,trans-icos-2-enoyl-CoA,,,,MNXM22115,,ROOFWBIMBMJYGA,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2813,trans-docos-2-enoyl-CoA,,,,MNXM97615,,KRTIFNFQCJTGMV,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2814,trans-tetracos-2-enoyl-CoA,CE2245,,CHEBI:75068,MNXM97616,,UVJKZCSQLMWPMV,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2815,trans-hexacos-2-enoyl-CoA,hxc2coa,,CHEBI:52975,MNXM114303,,GGUUXBBWTGIIGE,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2817,oxygen,o2,C00007,CHEBI:15379,MNXM4,,MYMOFIZGZYHOMD,ok,gas_currency,gas_currency,currency_or_cofactor,oxygen,normalized_name;bigg_ids:o2;kegg_ids:c00007;chebi_ids:chebi:15379;metanetx_ids:mnxm4;inchikey_connectivity:mymofizgzyhomd,normalized_name;bigg_ids;kegg_ids;chebi_ids;metanetx_ids;inchikey_connectivity,multiple_evidence_types,consistent,False,2,2
yeast,s_2818,NADH,nadh,C00004,CHEBI:57945,MNXM10,,BOPGDPNILDQYTO,ok,redox_cofactor,redox_cofactor,currency_or_cofactor,NADH,normalized_name;bigg_ids:nadh;kegg_ids:c00004;chebi_ids:chebi:57945;metanetx_ids:mnxm10;inchikey_connectivity:bopgdpnildqyto,normalized_name;bigg_ids;kegg_ids;chebi_ids;metanetx_ids;inchikey_connectivity,multiple_evidence_types,consistent,False,3,4
yeast,s_2819,palmitoleoyl-CoA(4-),hdcoa,C21072,CHEBI:61540,MNXM781,,QBYOCCWNZAOZTL,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,19,38
yeast,s_2821,oleoyl-CoA,ocdce9coa,C00510,CHEBI:57387,MNXM686,,XDUHQPOXLUAVEE,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,19,40
yeast,s_2822,butyrate,but,C00246,CHEBI:17968,MNXM458,,FERIUCNNQQJTOY,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2824,hexanoate,hxa,C01585,CHEBI:17120,MNXM1653,,FUZZWVXGSFPDMH,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2826,oleate,ocdcea,C00712,CHEBI:30823,MNXM306,,ZQPPMHVWECSIRJ,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2831,ATP,atp,C00002,CHEBI:30616,MNXM3,5957,ZKHQWZAMYRWXGA,ok,energy_nucleotide,energy_nucleotide,currency_or_cofactor,ATP,normalized_name;bigg_ids:atp;kegg_ids:c00002;chebi_ids:chebi:30616;metanetx_ids:mnxm3;pubchem_cids:5957;inchikey_connectivity:zkhqwzamyrwxga,normalized_name;bigg_ids;kegg_ids;chebi_ids;metanetx_ids;pubchem_cids;inchikey_connectivity,multiple_evidence_types,consistent,False,10,15
yeast,s_2832,laurate,ddca,C02679,CHEBI:18262,MNXM402,,POULHZVOKOAJMA,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2835,myristate,ttdca,C06424,CHEBI:30807,MNXM314,,TUNFSRHWOTWDNC,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,2
yeast,s_2836,palmitate,hdca,C00249,CHEBI:7896,MNXM108,,IPCSVZSSVZVIGE,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,2
yeast,s_2837,palmitoleate,hdcea,C08362,CHEBI:32372,MNXM162245,,SECPZKHBENQXJG,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,2
yeast,s_2838,stearate,ocdca,C01530,CHEBI:25629,MNXM236,,QIQXTHQIDYTFRH,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,2
yeast,s_2839,oleate,ocdcea,C00712,CHEBI:30823,MNXM306,,ZQPPMHVWECSIRJ,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,2
yeast,s_2840,ATP,atp,C00002,CHEBI:30616,MNXM3,5957,ZKHQWZAMYRWXGA,ok,energy_nucleotide,energy_nucleotide,currency_or_cofactor,ATP,normalized_name;bigg_ids:atp;kegg_ids:c00002;chebi_ids:chebi:30616;metanetx_ids:mnxm3;pubchem_cids:5957;inchikey_connectivity:zkhqwzamyrwxga,normalized_name;bigg_ids;kegg_ids;chebi_ids;metanetx_ids;pubchem_cids;inchikey_connectivity,multiple_evidence_types,consistent,False,9,14
yeast,s_2841,laurate,ddca,C02679,CHEBI:18262,MNXM402,,POULHZVOKOAJMA,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2844,myristate,ttdca,C06424,CHEBI:30807,MNXM314,,TUNFSRHWOTWDNC,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,2
yeast,s_2846,palmitate,hdca,C00249,CHEBI:7896,MNXM108,,IPCSVZSSVZVIGE,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,2
yeast,s_2847,palmitoyl-CoA,pmtcoa,C00154,CHEBI:57379,MNXM88,,MNBKLUUYKPBKDU,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,10,10
yeast,s_2848,palmitoleate,hdcea,C08362,CHEBI:32372,MNXM162245,,SECPZKHBENQXJG,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,2
yeast,s_2849,palmitoleoyl-CoA(4-),hdcoa,C21072,CHEBI:61540,MNXM781,,QBYOCCWNZAOZTL,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,10,10
yeast,s_2850,stearate,ocdca,C01530,CHEBI:25629,MNXM236,,QIQXTHQIDYTFRH,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,2
yeast,s_2851,stearoyl-CoA,stcoa,C00412,CHEBI:57394,MNXM272,,SIARJEKBADXQJG,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,10,10
yeast,s_2852,oleate,ocdcea,C00712,CHEBI:30823,MNXM306,,ZQPPMHVWECSIRJ,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,2
yeast,s_2853,oleoyl-CoA,ocdce9coa,C00510,CHEBI:57387,MNXM686,,XDUHQPOXLUAVEE,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,18,26
yeast,s_2854,palmitoleoyl-CoA(4-),hdcoa,C21072,CHEBI:61540,MNXM781,,QBYOCCWNZAOZTL,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,2,2
yeast,s_2855,oleate,ocdcea,C00712,CHEBI:30823,MNXM306,,ZQPPMHVWECSIRJ,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2856,ATP,atp,C00002,CHEBI:30616,MNXM3,5957,ZKHQWZAMYRWXGA,ok,energy_nucleotide,energy_nucleotide,currency_or_cofactor,ATP,normalized_name;bigg_ids:atp;kegg_ids:c00002;chebi_ids:chebi:30616;metanetx_ids:mnxm3;pubchem_cids:5957;inchikey_connectivity:zkhqwzamyrwxga,normalized_name;bigg_ids;kegg_ids;chebi_ids;metanetx_ids;pubchem_cids;inchikey_connectivity,multiple_evidence_types,consistent,False,20,28
yeast,s_2857,coenzyme A,coa,C00010,CHEBI:57287,MNXM12,,RGJOEKWQDUBAIZ,ok,carrier_cofactor,carrier_cofactor,currency_or_cofactor,coenzyme A,normalized_name;bigg_ids:coa;kegg_ids:c00010;chebi_ids:chebi:57287;metanetx_ids:mnxm12;inchikey_connectivity:rgjoekwqdubaiz,normalized_name;bigg_ids;kegg_ids;chebi_ids;metanetx_ids;inchikey_connectivity,multiple_evidence_types,consistent,False,4,4
yeast,s_2858,arachidate,arach,C06425,CHEBI:32360,MNXM2976,,VKOBVWXKNCXXDE,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2862,behenate,docosac,C08281,CHEBI:23858,MNXM7102,,UKMSUNONTOPOIO,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2864,lignoceric acid,lgnc,C08320,CHEBI:31014,MNXM3297,,QZZGJDVWLFXDLK,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2866,cerotic acid,hexc,,CHEBI:31013,MNXM46158,,XMHIUKTWLZUKEX,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2868,behenate,docosac,C08281,CHEBI:23858,MNXM7102,,UKMSUNONTOPOIO,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2869,lignoceric acid,lgnc,C08320,CHEBI:31014,MNXM3297,,QZZGJDVWLFXDLK,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2870,cerotic acid,hexc,,CHEBI:31013,MNXM46158,,XMHIUKTWLZUKEX,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2871,behenate,docosac,C08281,CHEBI:23858,MNXM7102,,UKMSUNONTOPOIO,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2873,lignoceric acid,lgnc,C08320,CHEBI:31014,MNXM3297,,QZZGJDVWLFXDLK,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2875,cerotic acid,hexc,,CHEBI:31013,MNXM46158,,XMHIUKTWLZUKEX,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
yeast,s_2877,palmitoleoyl-CoA(4-),hdcoa,C21072,CHEBI:61540,MNXM781,,QBYOCCWNZAOZTL,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2878,icosanoyl-CoA,arachcoa,C02041,CHEBI:15527,MNXM1429,,JYLSVNBJLYCSSW,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2879,icosanoyl-CoA,arachcoa,C02041,CHEBI:15527,MNXM1429,,JYLSVNBJLYCSSW,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2880,docosanoyl-CoA,docoscoa,C16528,CHEBI:65088,MNXM10780,,NDDZLVOCGALPLR,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2881,docosanoyl-CoA,docoscoa,C16528,CHEBI:65088,MNXM10780,,NDDZLVOCGALPLR,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2884,butanoyl-CoA,btcoa,C00136,CHEBI:57371,MNXM233,122283,CRFNGMNYKDXRTN,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,2,2
yeast,s_2885,hexanoyl-CoA,hxcoa,C05270,CHEBI:27540,MNXM553,,OEXFMSFODMQEPE,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,2,2
yeast,s_2886,but-2-enoyl-CoA,b2coa,C00877,CHEBI:36926,MNXM214,5497143,KFWWCMJSYSSPSK,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2887,trans-hex-2-enoyl-CoA,hx2coa,C05271,CHEBI:28706,MNXM753,,OINXHIBNZUUIMR,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2888,trans-oct-2-enoyl-CoA,oc2coa,C05276,CHEBI:27537,MNXM784,,CPSDNAXXKWVYIY,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2889,trans-icos-2-enoyl-CoA,,,,MNXM22115,,ROOFWBIMBMJYGA,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2890,trans-docos-2-enoyl-CoA,,,,MNXM97615,,KRTIFNFQCJTGMV,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2891,trans-tetracos-2-enoyl-CoA,CE2245,,CHEBI:75068,MNXM97616,,UVJKZCSQLMWPMV,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2892,"trans-2,cis-9-hexadecadienoyl-CoA",,,CHEBI:78178,MNXM146680,,BEQWCBBSKHMRCA,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2893,cis-tetradec-7-enoyl-CoA,,,,,,,missing_smiles,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2894,"trans-2,cis-7-tetradecadienoyl-CoA",,,CHEBI:88067,,,JVEFYXPCQBMMAA,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2895,cis-dodec-5-enoyl-CoA,,,,,,,missing_smiles,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,1,1
yeast,s_2896,"trans-2,cis-5-dodecadienoyl-CoA",,,,,,,missing_smiles,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,,normalized_name:coa_linked,normalized_name,name_only,not_assessable,False,2,2
